game,team,difficulty,formation,lineup
Denizlispor vs. Rizespor - Sunday May 2 - 2021,Denizlispor,hard,4-1-4-1,SUNGER;AYTAC;YUMLU;FABIANO;OZDEMIR;BAKALORZ;KOL;DISKERUD;AYAROGLU;SAGAL;RODALLEGA
Denizlispor vs. Rizespor - Sunday May 2 - 2021,Rizespor,hard,4-1-4-1,AKKAN;KOYBASI;TALBI;DILAVER;MOROZYUK;DURAK;ANDRADE;SABO;DONSAH;SAMUDIO;REMY
Genclerbirligi vs. Galatasaray - Sunday May 2 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;BAYRAM;MARCAO;DONK;OZBAYRAKLI;ANTALYALI;BABEL;FERNANDES;AKBABA;AKTURKOGLU;DERVISOGLU
Genclerbirligi vs. Galatasaray - Sunday May 2 - 2021,Genclerbirligi,hard,4-2-3-1,NORDFELDT;PEHLIVAN;DIEGO ANGELO;KIZILDAG;JOHANSSON;DIKMEN;PIRIS DA MOTTA;YILMAZ;LIMA;CANDEIAS;STANCU
Konyaspor vs. Fatih Karagumruk - Sunday May 2 - 2021,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;BALKOVEC;ZUKANOVIC;KURUCUK;AHMETOGLU;BIGLIA;LENS;AKTAS;TATLI;NDAO;BORINI
Konyaspor vs. Fatih Karagumruk - Sunday May 2 - 2021,Konyaspor,hard,4-2-3-1,SEHIC;GUILHERME;BARDAKCI;CALIK;SKUBIC;HADZIAHMETOVIC;JEVTOVIC;BYTYQI;RAHMANOVIC;SEKIDIKA;CIKALLESHI
Basaksehir vs. Ankaragucu - Monday May 3 - 2021,Ankaragucu,hard,4-2-3-1,FRIEDRICH;TURAN;SARLIJA;KULUSIC;KITSIOU;LUKASIK;CEKICI;PINTO;POTUK;LOBJANIDZE;PAINTSIL
Basaksehir vs. Ankaragucu - Monday May 3 - 2021,Basaksehir,hard,4-2-3-1,BABACAN;BOLINGOLI;DUARTE;TOPAL;SAHINER;CIGERCI;TEKDEMIR;ALEKSIC;OZCAN;VISCA;CHADLI
Fenerbahce vs. Buyuksehir Belediye Erzurumspor - Monday May 3 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,SZUMSKI;SCHWECHLEN;HATIPOGLU;KARDES;UCAR;OMOLO;BOUMAL;ALKILIC;OBERTAN;NOVIKOVAS;KARAKULLUKCU
Fenerbahce vs. Buyuksehir Belediye Erzurumspor - Monday May 3 - 2021,Fenerbahce,easy,4-1-4-1,TEKIN;ERKIN;SZALAI;TISSERAND;TUFAN;SOSA;PELKAS;YANDAS;KAHVECI;OZIL;VALENCIA
Gaziantep FK vs. Sivasspor - Monday May 3 - 2021,Gaziantep FK,hard,5-3-2,GUVENC;VURAL;ERSOY;MIRANDA;TOSCA;OLKOWSKI;MAXIM;RASHID;MIRALLAS;DEMIR;OZER
Gaziantep FK vs. Sivasspor - Monday May 3 - 2021,Sivasspor,hard,4-1-4-1,VURAL;CIFTCI;OSMANPASA;YALCIN;OGUZ;CLAUDEMIR;GRADEL;FAJR;ARSLAN;YESILYURT;KAYODE
Kasimpasa vs. Alanyaspor - Monday May 3 - 2021,Alanyaspor,hard,3-4-2-1,MARAFONA;AKSOY;CAULKER;MOUBANDJE;BEKIROGLU;SIOPIS;UCAN;BINGOL;KARACA;KUTLU;BAREIRO
Kasimpasa vs. Alanyaspor - Monday May 3 - 2021,Kasimpasa,hard,4-2-3-1,TASKIRAN;HADDADI;SERBEST;LUCKASSEN;HADERGJONAJ;SADIKU;DRINKWATER;VARGA;HAJRADINOVIC;KOOMSON;KIESE THELIN
Yeni Malatyaspor vs. Kayserispor - Monday May 3 - 2021,Kayserispor,hard,4-1-4-1,ALEMDAR;BEHICH;PAZ;KOLOVETSIOS;KVRZIC;ATTAMAH;PEDRO HENRIQUE;SABOVIC;AVRAMOVSKI;LENNON;PARLAK
Yeni Malatyaspor vs. Kayserispor - Monday May 3 - 2021,Yeni Malatyaspor,hard,4-4-2,OZBIR;KARIM HAFEZ;HADEBE;KAYA;CHEBAKE;FOFANA;ILDIZ;YAVRU;ESKIHELLAC;TETTEH;BUYUK
Ankaragucu vs. Fenerbahce - Saturday May 8 - 2021,Ankaragucu,hard,4-2-3-1,FRIEDRICH;TURAN;SARLIJA;KULUSIC;KITSIOU;AKDAG;CEKICI;PAINTSIL;POTUK;LOBJANIDZE;BADJI
Ankaragucu vs. Fenerbahce - Saturday May 8 - 2021,Fenerbahce,easy,4-1-4-1,TEKIN;ERKIN;SZALAI;TISSERAND;TUFAN;SOSA;PELKAS;YANDAS;KAHVECI;OZIL;VALENCIA
Buyuksehir Belediye Erzurumspor vs. Kasimpasa - Saturday May 8 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,SZUMSKI;SCHWECHLEN;HATIPOGLU;KARDES;UCAR;OMOLO;BOUMAL;ALKILIC;OBERTAN;BASSAN;KARAKULLUKCU
Buyuksehir Belediye Erzurumspor vs. Kasimpasa - Saturday May 8 - 2021,Kasimpasa,hard,4-2-3-1,TASKIRAN;HADDADI;SERBEST;LUCKASSEN;HADERGJONAJ;SADIKU;DRINKWATER;VARGA;HAJRADINOVIC;KOOMSON;KIESE THELIN
Fatih Karagumruk vs. Genclerbirligi - Saturday May 8 - 2021,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;BALKOVEC;ZUKANOVIC;ROCO;ALTINAY;BIGLIA;LENS;CASTRO;BERTOLACCI;NDAO;BORINI
Fatih Karagumruk vs. Genclerbirligi - Saturday May 8 - 2021,Genclerbirligi,hard,4-2-3-1,NORDFELDT;POLOMAT;DIEGO ANGELO;KIZILDAG;JOHANSSON;DIKMEN;SEYHAN;AYITE;PIRIS DA MOTTA;YILMAZ;STANCU
Galatasaray vs. Besiktas - Saturday May 8 - 2021,Besiktas,easy,4-2-3-1,DESTANOGLU;N'SAKALA;WELINTON;VIDA;ROSIER;SOUZA;HUTCHINSON;LARIN;LJAJIC;GHEZZAL;TORE
Galatasaray vs. Besiktas - Saturday May 8 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;SARACCHI;MARCAO;DONK;YEDLIN;ANTALYALI;ONYEKURU;FERNANDES;AKBABA;BABEL;FALCAO
Goztepe vs. Konyaspor - Saturday May 8 - 2021,Goztepe,hard,4-2-3-1,OZCIMEN;EMIR;NUKAN;OZTURK;ALICI;NWOBODO;KAYAN;NDIAYE;AYDOGDU;AKBUNAR;JAHOVIC
Goztepe vs. Konyaspor - Saturday May 8 - 2021,Konyaspor,hard,4-2-3-1,SEHIC;GUILHERME;BARDAKCI;CALIK;SKUBIC;JEVTOVIC;DIOMANDE;SEKIDIKA;RAHMANOVIC;SHENGELIA;CIKALLESHI
Hatayspor vs. Denizlispor - Saturday May 8 - 2021,Denizlispor,hard,3-4-3,SUNGER;KASCIOGLU;OZKAL;AYTAC;AYAROGLU;DISKERUD;MURAWSKI;KOL;NIYAZ;RODALLEGA;SACKO
Hatayspor vs. Denizlispor - Saturday May 8 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;CAYTEMEL;SANTOS;ABDIOGLU;POPOV;SACKEY;RIBEIRO;BOUPENDZA;AABID;AKINTOLA;DIOUF
Kayserispor vs. Gaziantep FK - Saturday May 8 - 2021,Gaziantep FK,hard,5-4-1,GUVENC;JUNIOR MORAIS;OLKOWSKI;MIRANDA;DJILOBODJI;CEYLAN;MAXIM;RASHID;SOUSA;JEFFERSON;DICKO
Kayserispor vs. Gaziantep FK - Saturday May 8 - 2021,Kayserispor,hard,4-4-2,ALEMDAR;BEHICH;PAZ;KOLOVETSIOS;ATTAMAH;LENNON;MUHAR;AVRAMOVSKI;KVRZIC;PARLAK;PEDRO HENRIQUE
Rizespor vs. Yeni Malatyaspor - Saturday May 8 - 2021,Rizespor,hard,4-2-3-1,AKKAN;MELNJAK;TALBI;MERIAH;MOROZYUK;DURAK;DJOKOVIC;SAMUDIO;SABO;TORUN;SKODA
Rizespor vs. Yeni Malatyaspor - Saturday May 8 - 2021,Yeni Malatyaspor,hard,4-4-2,OZBIR;KARIM HAFEZ;HADEBE;WALLACE;KAYA;FOFANA;YAVRU;MALLAN;ESKIHELLAC;BUYUK;TETTEH
Sivasspor vs. Basaksehir - Saturday May 8 - 2021,Basaksehir,hard,4-2-3-1,GUNOK;BOLINGOLI;TAGIR;NDAYISHIMIYE;RAFAEL;CIGERCI;OZCAN;TURUC;ALEKSIC;VISCA;CRIVELLI
Sivasspor vs. Basaksehir - Saturday May 8 - 2021,Sivasspor,hard,4-1-4-1,VURAL;CIFTCI;OSMANPASA;YALCIN;OGUZ;CLAUDEMIR;GRADEL;ARSLAN;FAJR;YESILYURT;KAYODE
Trabzonspor vs. Antalyaspor - Saturday May 8 - 2021,Antalyaspor,hard,4-1-4-1,BOFFIN;KUDRYASHOV;NALDO;SARI;BALCI;SAHIN;AMILTON;FREDY;OZMERT;BAYRAKDAR;PODOLSKI
Trabzonspor vs. Antalyaspor - Saturday May 8 - 2021,Trabzonspor,easy,4-2-3-1,CAKIR;MARLON;IE;TURKMEN;ASAN;BAKER;BAKASETAS;NWAKAEME;OMUR;EKUBAN;DJANINY
Alanyaspor vs. Buyuksehir Belediye Erzurumspor - Tuesday May 11 - 2021,Alanyaspor,hard,4-3-3,KIRINTILI;MOUBANDJE;TZAVELLAS;CAULKER;MORENO;BEKIROGLU;SIOPIS;KUTLU;DAVIDSON;PEKTEMEK;KARACA
Alanyaspor vs. Buyuksehir Belediye Erzurumspor - Tuesday May 11 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,SZUMSKI;SCHWECHLEN;TEIKEU;KARDES;BUTKO;CAGIRAN;CELIK;RASHANI;OBERTAN;BASSAN;GOMES
Basaksehir vs. Kayserispor - Tuesday May 11 - 2021,Basaksehir,hard,4-2-3-1,GUNOK;BOLINGOLI;TAGIR;DUARTE;UCAR;NDAYISHIMIYE;TEKDEMIR;TURUC;OZCAN;SAHINER;CHADLI
Basaksehir vs. Kayserispor - Tuesday May 11 - 2021,Kayserispor,hard,3-4-3,ALEMDAR;ATTAMAH;PAZ;KOLOVETSIOS;BEHICH;MUHAR;AVRAMOVSKI;KVRZIC;PEDRO HENRIQUE;PARLAK;LENNON
Besiktas vs. Fatih Karagumruk - Tuesday May 11 - 2021,Besiktas,easy,4-2-3-1,DESTANOGLU;N'SAKALA;WELINTON;VIDA;ROSIER;SOUZA;UYSAL;N'KOUDOU;LJAJIC;GHEZZAL;LARIN
Besiktas vs. Fatih Karagumruk - Tuesday May 11 - 2021,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;BALKOVEC;ZUKANOVIC;ROCO;HEDENSTAD;BIGLIA;BORINI;DURMAZ;BERTOLACCI;NDAO;SOBIECH
Denizlispor vs. Galatasaray - Tuesday May 11 - 2021,Denizlispor,hard,3-4-3,SUNGER;FABIANO;OZKAL;AYTAC;AYAROGLU;MURAWSKI;DISKERUD;KOL;NIYAZ;RODALLEGA;TUSHA
Denizlispor vs. Galatasaray - Tuesday May 11 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;SARACCHI;MARCAO;DONK;YEDLIN;ANTALYALI;BABEL;FERNANDES;AKBABA;TURAN;DERVISOGLU
Fenerbahce vs. Sivasspor - Tuesday May 11 - 2021,Fenerbahce,easy,4-1-4-1,TEKIN;ERKIN;SZALAI;TISSERAND;GONUL;SOSA;PELKAS;TUFAN;KAHVECI;OZIL;VALENCIA
Fenerbahce vs. Sivasspor - Tuesday May 11 - 2021,Sivasspor,hard,4-1-4-1,VURAL;CIFTCI;OSMANPASA;YALCIN;OGUZ;COFIE;GRADEL;FAJR;ARSLAN;NINGA;KAYODE
Gaziantep FK vs. Rizespor - Tuesday May 11 - 2021,Gaziantep FK,hard,4-4-2,GUVENC;JUNIOR MORAIS;DJILOBODJI;OLKOWSKI;CEYLAN;MAXIM;JEFFERSON;SOUSA;OZER;DICKO;DEMIR
Gaziantep FK vs. Rizespor - Tuesday May 11 - 2021,Rizespor,hard,4-2-3-1,AKKAN;KOYBASI;AY;DILAVER;MOROZYUK;DURAK;DJOKOVIC;ANDRADE;SABO;TORUN;SØDERLUND
Genclerbirligi vs. Goztepe - Tuesday May 11 - 2021,Genclerbirligi,hard,4-2-3-1,NORDFELDT;POLOMAT;DIEGO ANGELO;MERT;JOHANSSON;PIRIS DA MOTTA;FURMAN;AYITE;LIMA;BERISBEK;KARAKAS
Genclerbirligi vs. Goztepe - Tuesday May 11 - 2021,Goztepe,hard,4-1-4-1,OZCIMEN;BUREKOVIC;OZTURK;SONMEZ;GASSAMA;ESITI;SIMSEK;AYDOGDU;KAYAN;AKBUNAR;IDEYE
Kasimpasa vs. Ankaragucu - Tuesday May 11 - 2021,Ankaragucu,hard,4-2-3-1,FRIEDRICH;PINTO;KULUSIC;SARLIJA;KITSIOU;CANKAYA;CEKICI;PAINTSIL;POTUK;LOBJANIDZE;BADJI
Kasimpasa vs. Ankaragucu - Tuesday May 11 - 2021,Kasimpasa,hard,4-2-3-1,TASKIRAN;HADDADI;BRECKA;SERBEST;HADERGJONAJ;SADIKU;BISTROVIC;KOC;HAJRADINOVIC;KOOMSON;KIESE THELIN
Konyaspor vs. Trabzonspor - Tuesday May 11 - 2021,Konyaspor,hard,4-2-3-1,SEHIC;GUILHERME;BARDAKCI;CALIK;YARDIMCI;HADZIAHMETOVIC;DEMIRBAG;SEKIDIKA;RAHMANOVIC;SHENGELIA;CIKALLESHI
Konyaspor vs. Trabzonspor - Tuesday May 11 - 2021,Trabzonspor,easy,4-2-3-1,CAKIR;MARLON;VITOR HUGO;IE;ASAN;BAKER;COREKCI;NWAKAEME;BAKASETAS;OMUR;EKUBAN
Yeni Malatyaspor vs. Hatayspor - Tuesday May 11 - 2021,Hatayspor,hard,4-1-4-1,EL KAJOUI;CAYTEMEL;SANTOS;ABDIOGLU;POPOV;SACKEY;BOUPENDZA;RIBEIRO;AABID;AKINTOLA;DIOUF
Yeni Malatyaspor vs. Hatayspor - Tuesday May 11 - 2021,Yeni Malatyaspor,hard,4-4-2,OZBIR;KARIM HAFEZ;HADEBE;WALLACE;KAYA;FOFANA;YAVRU;MALLAN;ESKIHELLAC;BUYUK;TETTEH
Ankaragucu vs. Alanyaspor - Saturday May 15 - 2021,Alanyaspor,hard,3-4-2-1,KIRINTILI;AKSOY;TZAVELLAS;BINGOL;BEKIROGLU;KUTLU;GUNES;MORENO;DAVIDSON;KARACA;BAREIRO
Ankaragucu vs. Alanyaspor - Saturday May 15 - 2021,Ankaragucu,hard,4-1-4-1,TOPUZ;DIKMEN;PAZDAN;KULUSIC;CANKAYA;DIOUSSE;PAINTSIL;GUNEREN;CETIN;LOBJANIDZE;BADJI
Antalyaspor vs. Konyaspor - Saturday May 15 - 2021,Antalyaspor,hard,4-2-3-1,KAPLAN;IYICAN;GULUM;OZTURK;BALCI;AKYOL;OZMERT;IMERI;SAM;YILMAZ;ORGILL
Antalyaspor vs. Konyaspor - Saturday May 15 - 2021,Konyaspor,hard,4-2-3-1,ERSU;GUILHERME;BARDAKCI;CALIK;SKUBIC;HADZIAHMETOVIC;DEMIRBAG;BYTYQI;RAHMANOVIC;SEKIDIKA;CIKALLESHI
Fatih Karagumruk vs. Denizlispor - Saturday May 15 - 2021,Denizlispor,hard,5-4-1,ALTINTAS;CEK;YILDIRIM;OZKAL;CAN;KOL;TUSHA;FABIANO;AYAROGLU;DOSSEVI;MESANOVIC
Fatih Karagumruk vs. Denizlispor - Saturday May 15 - 2021,Fatih Karagumruk,hard,4-2-3-1,VIVIANO;AHMETOGLU;ROCO;ALTINAY;HEDENSTAD;BIGLIA;TATLI;BORINI;AKTAS;LENS;SOBIECH
Galatasaray vs. Yeni Malatyaspor - Saturday May 15 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;SARACCHI;MARCAO;DONK;YEDLIN;ANTALYALI;BABEL;FERNANDES;AKBABA;TURAN;DERVISOGLU
Galatasaray vs. Yeni Malatyaspor - Saturday May 15 - 2021,Yeni Malatyaspor,hard,5-4-1,OZBIR;KARIM HAFEZ;KAYA;WALLACE;HADEBE;CHEBAKE;FOFANA;YAVRU;MALLAN;TETTEH;BUYUK
Goztepe vs. Besiktas - Saturday May 15 - 2021,Besiktas,easy,4-2-3-1,DESTANOGLU;N'SAKALA;VIDA;WELINTON;ROSIER;SOUZA;HUTCHINSON;N'KOUDOU;TORE;GHEZZAL;LARIN
Goztepe vs. Besiktas - Saturday May 15 - 2021,Goztepe,hard,4-1-4-1,EGRIBAYAT;EMIR;NUKAN;OZTURK;PALULI;ESITI;NDIAYE;NWOBODO;AYDOGDU;AKBUNAR;JAHOVIC
Hatayspor vs. Gaziantep FK - Saturday May 15 - 2021,Gaziantep FK,hard,5-3-2,BOZAN;SAHIN;JUNIOR MORAIS;ZENGIN;DJILOBODJI;CEYLAN;KOZULJ;SOYALP;JEFFERSON;DICKO;DEMIR
Hatayspor vs. Gaziantep FK - Saturday May 15 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;CAYTEMEL;SANTOS;ABDIOGLU;POPOV;RIBEIRO;AABID;BOUPENDZA;TRAORE;AKINTOLA;DIOUF
Kayserispor vs. Fenerbahce - Saturday May 15 - 2021,Fenerbahce,easy,4-1-4-1,BAYINDIR;ERKIN;SZALAI;AZIZ;SANGARE;SOSA;KADIOGLU;PELKAS;TUFAN;OSAYI-SAMUEL;VALENCIA
Kayserispor vs. Fenerbahce - Saturday May 15 - 2021,Kayserispor,hard,5-4-1,ALEMDAR;BEHICH;ATTAMAH;KOLOVETSIOS;PAZ;KVRZIC;PEDRO HENRIQUE;MUHAR;AVRAMOVSKI;CIVELEK;PARLAK
Rizespor vs. Basaksehir - Saturday May 15 - 2021,Basaksehir,hard,4-2-3-1,GUNOK;BOLINGOLI;TAGIR;DUARTE;SAHINER;CIGERCI;TEKDEMIR;CHADLI;OZCAN;ALEKSIC;CRIVELLI
Rizespor vs. Basaksehir - Saturday May 15 - 2021,Rizespor,hard,4-1-4-1,CETIN;KOC;DILAVER;AY;BULUT;DJOKOVIC;SAMUDIO;DURAK;SABO;TORUN;SØDERLUND
Sivasspor vs. Kasimpasa - Saturday May 15 - 2021,Kasimpasa,hard,4-2-3-1,CANPOLAT;ELMALI;BRECKA;LUCKASSEN;YILDIRIM;SERBEST;BISTROVIC;KOC;HAJRADINOVIC;KOOMSON;VARGA
Sivasspor vs. Kasimpasa - Saturday May 15 - 2021,Sivasspor,hard,4-1-4-1,VURAL;ERDAL;CIFTCI;OSMANPASA;COFIE;CLAUDEMIR;GRADEL;ARSLAN;FAJR;NINGA;KAYODE
Trabzonspor vs. Genclerbirligi - Saturday May 15 - 2021,Genclerbirligi,hard,4-2-3-1,NORDFELDT;POLOMAT;KIZILDAG;MERT;JOHANSSON;DIKMEN;TOURE;AYITE;BERISBEK;YILMAZ;STANCU
Trabzonspor vs. Genclerbirligi - Saturday May 15 - 2021,Trabzonspor,easy,4-2-3-1,CAKIR;MARLON;VITOR HUGO;IE;COREKCI;BAKER;BAKASETAS;NWAKAEME;OMUR;SARI;EKUBAN
